pair,TP,BO,SO,MaxSO,SOS,OS,MSC,,end_date,tot_deals,avg_duration_m,max_duration_m,tot_days_deals,max_safe_orders,final_profit,required_investment,profit_percent
LINK/USDT,0.6,10,20,25,2.4,1.1,1,,2021-04-30T03:45:00Z,2477,122.634.234.961.647,8970,181,15,3.437.928.603.173,197.694.118.867.767,0.173901410060283
ADA/USDT,0.6,10,20,25,2.4,1.1,1,,2021-04-30T21:17:00Z,3125,9.754.144,9378,189,12,422.433.422.783.707,197.694.118.867.767,0.213680318465245
BTT/USDT,0.4,10,15,30,2,1,1,,2021-05-01T04:28:00Z,4634,658.713.854.121.709,47477,138,26,382.673.197.834.108,460,0.831898256161106
ADA/USDT,0.4,10,15,30,2,1,1,,2021-05-01T04:46:00Z,4102,74.418.820.087.762,9449,184,14,331.041.829.392.987,460,0.719656150854321
BTC/USDT,0.4,10,15,30,2,1,1,,2021-05-01T04:51:00Z,1323,230.741.496.598.639,17500,158,13,324.380.624.581.008,460,0.705175270828278
LINK/USDT,0.4,10,15,30,2,1,1,,2021-04-30T05:00:00Z,3108,977.606.177.606.177,9419,175,18,252.846.239.282.291,460,0.549665737570198
ETH/USDT,0.4,10,15,30,2,1,1,,2021-04-30T23:58:00Z,2237,136.333.482.342.422,9283,183,14,183.599.538.479.002,460,0.399129431476092
BTT/USDT,0.4,10,15,30,2,1.05,1,,2021-05-01T04:28:00Z,5237,58.286.805.422.952,47458,148,24,442.082.881.731.829,100.658.271.254.519,0.439191808305547
ADA/USDT,0.4,10,15,30,2,1.05,1,,2021-05-01T04:46:00Z,4367,699.029.081.749.484,9420,185,14,358.566.653.896.724,100.658.271.254.519,0.356221748523843
BTC/USDT,0.4,10,15,30,2,1.05,1,,2021-05-01T04:51:00Z,1330,229.527.067.669.172,17500,159,13,325.493.984.330.827,100.658.271.254.519,0.323365363098476
LINK/USDT,0.4,10,15,30,2,1.05,1,,2021-04-30T05:00:00Z,3325,913.804.511.278.195,8987,181,18,277.019.648.958.306,100.658.271.254.519,0.275208033583098
ETH/USDT,0.4,10,15,30,2,1.05,1,,2021-04-30T23:58:00Z,2385,127.873.375.262.054,5940,189,12,199.020.289.806.672,100.658.271.254.519,0.197718764018347
BTT/USDT,0.4,10,15,25,2,1.1,1,,2021-05-01T04:28:00Z,5718,533.837.005.946.135,14575,176,24,495.003.208.653.841,148.520.589.150.825,0.333289284323505
ADA/USDT,0.4,10,15,25,2,1.1,1,,2021-05-01T04:46:00Z,4574,667.393.965.894.184,9413,190,14,382.396.220.696.018,148.520.589.150.825,0.257470174931562
BTC/USDT,0.4,10,15,25,2,1.1,1,,2021-05-01T04:51:00Z,1338,228.154.708.520.179,17500,161,13,3.274.218.785.043,148.520.589.150.825,0.220455547864677
LINK/USDT,0.4,10,15,25,2,1.1,1,,2021-04-30T04:57:00Z,3545,857.086.036.671.368,8946,186,18,303.031.268.473.218,148.520.589.150.825,0.204033171566188
ETH/USDT,0.4,10,15,25,2,1.1,1,,2021-04-30T21:58:00Z,2488,122.531.350.482.315,5524,190,12,211.404.202.379.361,148.520.589.150.825,0.142339997160041
BTT/USDT,0.4,10,15,20,2,1,1,,2021-05-01T04:28:00Z,4617,661.139.267.922.893,47477,138,20,381.373.458.816.652,310,123.023.696.392.468
ADA/USDT,0.4,10,15,20,2,1,1,,2021-05-01T04:46:00Z,4102,74.418.820.087.762,9449,184,14,331.041.829.392.987,310,106.787.686.900.963
BTC/USDT,0.4,10,15,20,2,1,1,,2021-05-01T04:51:00Z,1323,230.741.496.598.639,17500,158,13,324.380.624.581.008,310,104.638.911.155.163
LINK/USDT,0.4,10,15,20,2,1,1,,2021-04-30T05:00:00Z,3108,977.606.177.606.177,9419,175,18,252.846.239.282.291,310,0.815633029942874
ETH/USDT,0.4,10,15,20,2,1,1,,2021-04-30T23:58:00Z,2237,136.333.482.342.422,9283,183,14,183.599.538.479.002,310,0.592256575738717
BTT/USDT,0.4,10,15,20,2,1.05,1,,2021-05-01T04:28:00Z,5056,603.734.177.215.189,47458,142,20,42.575.764.094.061,505.989.311.543.326,0.841436036745519
ADA/USDT,0.4,10,15,20,2,1.05,1,,2021-05-01T04:46:00Z,4367,699.029.081.749.484,9420,185,14,358.566.653.896.724,505.989.311.543.326,0.708644719792706
BTC/USDT,0.4,10,15,20,2,1.05,1,,2021-05-01T04:51:00Z,1330,229.527.067.669.172,17500,159,13,325.493.984.330.827,505.989.311.543.326,0.643282332067515
LINK/USDT,0.4,10,15,20,2,1.05,1,,2021-04-30T05:00:00Z,3325,913.804.511.278.195,8987,181,18,277.019.648.958.306,505.989.311.543.326,0.547481226655487
ETH/USDT,0.4,10,15,20,2,1.05,1,,2021-04-30T23:58:00Z,2385,127.873.375.262.054,5940,189,12,199.020.289.806.672,505.989.311.543.326,0.393329039302504
BTT/USDT,0.4,10,15,20,2,1.1,1,,2021-05-01T04:28:00Z,5454,559.677.301.063.439,15201,168,20,469.915.389.162.513,869.124.992.398.841,0.540676419700596
ADA/USDT,0.4,10,15,20,2,1.1,1,,2021-05-01T04:46:00Z,4574,667.393.965.894.184,9413,190,14,382.396.220.696.018,869.124.992.398.841,0.439978396709753
BTC/USDT,0.4,10,15,20,2,1.1,1,,2021-05-01T04:51:00Z,1338,228.154.708.520.179,17500,161,13,3.274.218.785.043,869.124.992.398.841,0.376725881050313
LINK/USDT,0.4,10,15,20,2,1.1,1,,2021-04-30T04:57:00Z,3545,857.086.036.671.368,8946,186,18,303.031.268.473.218,869.124.992.398.841,0.348662472168511
ETH/USDT,0.4,10,15,20,2,1.1,1,,2021-04-30T21:58:00Z,2488,122.531.350.482.315,5524,190,12,211.404.202.379.361,869.124.992.398.841,0.243237974086871
BTT/USDT,0.4,10,15,15,2,1,1,,2021-05-01T04:28:00Z,4450,685.950.561.797.752,47481,138,15,36.815.111.364.458,235,156.660.048.359.396
ADA/USDT,0.4,10,15,15,2,1,1,,2021-05-01T04:46:00Z,4102,74.418.820.087.762,9449,184,14,331.041.829.392.987,235,140.868.863.571.484
BTC/USDT,0.4,10,15,15,2,1,1,,2021-05-01T04:51:00Z,1323,230.741.496.598.639,17500,158,13,324.380.624.581.008,235,138.034.308.332.343
LINK/USDT,0.4,10,15,15,2,1,1,,2021-04-30T05:00:00Z,3091,982.982.853.445.486,9419,175,15,251.395.782.140.498,235,106.976.928.570.424
ETH/USDT,0.4,10,15,15,2,1,1,,2021-04-30T23:58:00Z,2237,136.333.482.342.422,9283,183,14,183.599.538.479.002,235,0.781274631825542
BTT/USDT,0.4,10,15,15,2,1.05,1,,2021-05-01T04:28:00Z,4880,625.508.196.721.311,47478,142,15,410.909.798.794.355,33.367.845.382.341,123.145.439.594.915
ADA/USDT,0.4,10,15,15,2,1.05,1,,2021-05-01T04:46:00Z,4367,699.029.081.749.484,9420,185,14,358.566.653.896.724,33.367.845.382.341,107.458.737.532.536
BTC/USDT,0.4,10,15,15,2,1.05,1,,2021-05-01T04:51:00Z,1330,229.527.067.669.172,17500,159,13,325.493.984.330.827,33.367.845.382.341,0.975471986881974
LINK/USDT,0.4,10,15,15,2,1.05,1,,2021-04-30T05:00:00Z,3278,926.906.650.396.583,8987,181,15,272.614.301.618.653,33.367.845.382.341,0.816997017622619
ETH/USDT,0.4,10,15,15,2,1.05,1,,2021-04-30T23:58:00Z,2385,127.873.375.262.054,5940,189,12,199.020.289.806.672,33.367.845.382.341,0.596443334971811
BTT/USDT,0.4,10,15,15,2,1.1,1,,2021-05-01T04:28:00Z,5336,572.053.973.013.493,16170,168,15,457.398.906.111.571,486.587.225.412.348,0.940014209629031
ADA/USDT,0.4,10,15,15,2,1.1,1,,2021-05-01T04:46:00Z,4574,667.393.965.894.184,9413,190,14,382.396.220.696.018,486.587.225.412.348,0.785873941454104
BTC/USDT,0.4,10,15,15,2,1.1,1,,2021-05-01T04:51:00Z,1338,228.154.708.520.179,17500,161,13,3.274.218.785.043,486.587.225.412.348,0.672894522101013
LINK/USDT,0.4,10,15,15,2,1.1,1,,2021-04-30T04:57:00Z,3527,861.460.164.445.704,8946,186,15,300.285.836.678.654,486.587.225.412.348,0.61712642871827
ETH/USDT,0.4,10,15,15,2,1.1,1,,2021-04-30T21:58:00Z,2488,122.531.350.482.315,5524,190,12,211.404.202.379.361,486.587.225.412.348,0.434463116454017
BTC/USDT,0.4,10,15,25,2.4,1,1,,2021-05-01T04:51:00Z,1168,261.362.157.534.246,8432,156,9,277.603.227.354.231,385,0.721047343777223
BTT/USDT,0.4,10,15,25,2.4,1,1,,2021-05-01T04:29:00Z,4313,707.741.711.105.958,47477,137,22,32.935.889.720.221,385,0.855477655070675
ETH/USDT,0.4,10,15,25,2.4,1,1,,2021-04-30T23:58:00Z,2101,145.158.495.954.307,9283,175,11,161.070.631.347.873,385,0.418365276228241
LINK/USDT,0.4,10,15,25,2.4,1,1,,2021-04-29T17:40:00Z,2784,108.893.678.160.919,9419,173,15,210.150.136.465.999,385,0.545844510301298
ADA/USDT,0.4,10,15,25,2.4,1,1,,2021-04-30T21:19:00Z,3802,801.733.298.264.071,9416,178,13,285.450.052.536.328,385,0.741428707886568
BTC/USDT,0.4,10,15,25,2.4,1.05,1,,2021-05-01T04:51:00Z,1171,260.692.570.452.604,8432,156,9,278.104.147.092.489,725.906.482.269.815,0.383112913143981
BTT/USDT,0.4,10,15,25,2.4,1.05,1,,2021-05-01T04:29:00Z,4865,627.438.848.920.863,47459,146,20,378.072.819.542.818,725.906.482.269.815,0.520828548548889
ETH/USDT,0.4,10,15,25,2.4,1.05,1,,2021-04-30T23:58:00Z,2230,136.761.434.977.578,9165,177,10,173.149.488.269.521,725.906.482.269.815,0.238528643149879
LINK/USDT,0.4,10,15,25,2.4,1.05,1,,2021-04-29T17:40:00Z,3016,10.051.724.137.931,8987,180,15,2.311.852.943.968,725.906.482.269.815,0.318478068516365
ADA/USDT,0.4,10,15,25,2.4,1.05,1,,2021-04-30T21:19:00Z,4005,761.096.129.837.702,9409,182,12,304.064.748.840.891,725.906.482.269.815,0.418875924471868
BTC/USDT,0.4,10,15,25,2.4,1.1,1,,2021-05-01T04:51:00Z,1188,256.962.121.212.121,6502,159,9,282.257.371.663.006,148.520.589.150.825,0.190045954757403
BTT/USDT,0.4,10,15,25,2.4,1.1,1,,2021-05-01T04:29:00Z,5347,57.087.899.756.873,11196,177,20,421.487.569.462.474,148.520.589.150.825,0.283790666245233
ETH/USDT,0.4,10,15,25,2.4,1.1,1,,2021-04-30T23:58:00Z,2292,133.061.954.624.781,9149,179,10,180.569.093.907.279,148.520.589.150.825,0.121578492880813
LINK/USDT,0.4,10,15,25,2.4,1.1,1,,2021-04-29T17:40:00Z,3309,916.168.026.594.137,8947,187,15,258.343.079.498.528,148.520.589.150.825,0.173944286765638
ADA/USDT,0.4,10,15,25,2.4,1.1,1,,2021-04-30T21:19:00Z,4093,744.732.470.070.852,9374,183,12,315.250.314.956.268,148.520.589.150.825,0.212260345019318
BTT/USDT,0.4,10,20,30,2,1,1,,2021-05-01T04:28:00Z,5211,585.776.242.563.807,47476,142,26,473.954.872.018.374,610,0.776975200030121
ADA/USDT,0.4,10,20,30,2,1,1,,2021-05-01T04:50:00Z,4627,659.757.942.511.346,9448,190,14,40.997.681.547.726,610,0.672093140126656
BTC/USDT,0.4,10,20,30,2,1,1,,2021-05-01T04:51:00Z,1367,223.314.557.425.018,17500,165,13,334.907.883.025.703,610,0.54902931643558
LINK/USDT,0.4,10,20,30,2,1,1,,2021-04-30T04:57:00Z,3567,851.799.831.791.421,9419,182,18,319.638.472.989.566,610,0.523997496704207
ETH/USDT,0.4,10,20,30,2,1,1,,2021-05-01T00:26:00Z,2481,122.936.719.064.893,5942,191,14,221.679.264.993.669,610,0.363408631137163
BTT/USDT,0.4,10,20,30,2,1.05,1,,2021-05-01T04:28:00Z,5801,526.198.931.218.755,47458,154,24,539.799.235.551.945,133.877.695.006.026,0.403203263641226
ADA/USDT,0.4,10,20,30,2,1.05,1,,2021-05-01T04:50:00Z,4841,63.059.285.271.638,9420,195,14,436.784.740.014.268,133.877.695.006.026,0.326256543328301
LINK/USDT,0.4,10,20,30,2,1.05,1,,2021-04-30T04:57:00Z,3766,806.789.697.291.556,8981,190,18,345.411.113.630.123,133.877.695.006.026,0.258004975074133
BTC/USDT,0.4,10,20,30,2,1.05,1,,2021-05-01T04:51:00Z,1377,221.692.810.457.516,17500,165,13,336.741.479.231.104,133.877.695.006.026,0.251529188051785
ETH/USDT,0.4,10,20,30,2,1.05,1,,2021-05-01T00:26:00Z,2644,115.357.791.225.416,5526,193,12,241.120.156.487.639,133.877.695.006.026,0.180104801234279
BTT/USDT,0.4,10,20,22,2,1.1,1,,2021-05-01T04:28:00Z,6296,484.828.462.515.883,14575,181,22,600.125.596.452.542,143.805.498.773.679,0.417317558487118
ADA/USDT,0.4,10,20,22,2,1.1,1,,2021-05-01T04:50:00Z,5031,606.777.976.545.418,9412,197,14,46.306.157.844.321,143.805.498.773.679,0.32200547433306
LINK/USDT,0.4,10,20,22,2,1.1,1,,2021-04-30T04:57:00Z,3971,765.139.763.283.807,8946,191,18,373.527.896.451.673,143.805.498.773.679,0.25974521116159
BTC/USDT,0.4,10,20,22,2,1.1,1,,2021-05-01T04:51:00Z,1415,215.739.222.614.841,16349,170,13,346.091.001.504.011,143.805.498.773.679,0.240666041601571
ETH/USDT,0.4,10,20,22,2,1.1,1,,2021-05-01T00:26:00Z,2753,110.790.410.461.314,5523,193,12,255.714.389.802.448,143.805.498.773.679,0.177819618848434
BTT/USDT,0.4,10,20,20,2,1,1,,2021-05-01T04:28:00Z,5194,587.693.492.491.336,47476,142,20,47.250.516.312.106,410,115.245.161.736.844
ADA/USDT,0.4,10,20,20,2,1,1,,2021-05-01T04:50:00Z,4627,659.757.942.511.346,9448,190,14,40.997.681.547.726,410,0.999943452383561
BTC/USDT,0.4,10,20,20,2,1,1,,2021-05-01T04:51:00Z,1367,223.314.557.425.018,17500,165,13,334.907.883.025.703,410,0.816848495184643
LINK/USDT,0.4,10,20,20,2,1,1,,2021-04-30T04:57:00Z,3567,851.799.831.791.421,9419,182,18,319.638.472.989.566,410,0.779606031681869
ETH/USDT,0.4,10,20,20,2,1,1,,2021-05-01T00:26:00Z,2481,122.936.719.064.893,5942,191,14,221.679.264.993.669,410,0.540681134130901
BTT/USDT,0.4,10,20,20,2,1.05,1,,2021-05-01T04:28:00Z,5591,545.963.155.070.649,47458,148,20,518.726.088.418.827,671.319.082.057.768,0.772696773088583
ADA/USDT,0.4,10,20,20,2,1.05,1,,2021-05-01T04:50:00Z,4841,63.059.285.271.638,9420,195,14,436.784.740.014.268,671.319.082.057.768,0.650636562684035
LINK/USDT,0.4,10,20,20,2,1.05,1,,2021-04-30T04:57:00Z,3766,806.789.697.291.556,8981,190,18,345.411.113.630.123,671.319.082.057.768,0.514525987510064
BTC/USDT,0.4,10,20,20,2,1.05,1,,2021-05-01T04:51:00Z,1377,221.692.810.457.516,17500,165,13,336.741.479.231.104,671.319.082.057.768,0.501611660134706
ETH/USDT,0.4,10,20,20,2,1.05,1,,2021-05-01T00:26:00Z,2644,115.357.791.225.416,5526,193,12,241.120.156.487.639,671.319.082.057.768,0.359173696878306
BTT/USDT,0.4,10,20,20,2,1.1,1,,2021-05-01T04:28:00Z,6002,508.577.140.953.015,15201,173,20,570.697.430.578.726,115.549.998.986.512,0.493896525819392
ADA/USDT,0.4,10,20,20,2,1.1,1,,2021-05-01T04:50:00Z,5031,606.777.976.545.418,9412,197,14,46.306.157.844.321,115.549.998.986.512,0.400745636092357
LINK/USDT,0.4,10,20,20,2,1.1,1,,2021-04-30T04:57:00Z,3971,765.139.763.283.807,8946,191,18,373.527.896.451.673,115.549.998.986.512,0.323260839227938
BTC/USDT,0.4,10,20,20,2,1.1,1,,2021-05-01T04:51:00Z,1415,215.739.222.614.841,16349,170,13,346.091.001.504.011,115.549.998.986.512,0.299516230670335
ETH/USDT,0.4,10,20,20,2,1.1,1,,2021-05-01T00:26:00Z,2753,110.790.410.461.314,5523,193,12,255.714.389.802.448,115.549.998.986.512,0.221301940324808
BTT/USDT,0.4,10,20,15,2,1,1,,2021-05-01T04:28:00Z,5017,608.427.347.020.131,47481,142,15,456.958.284.743.335,310,147.405.898.304.301
ADA/USDT,0.4,10,20,15,2,1,1,,2021-05-01T04:50:00Z,4627,659.757.942.511.346,9448,190,14,40.997.681.547.726,310,132.250.585.637.825
BTC/USDT,0.4,10,20,15,2,1,1,,2021-05-01T04:51:00Z,1367,223.314.557.425.018,17500,165,13,334.907.883.025.703,310,108.034.800.976.033
LINK/USDT,0.4,10,20,15,2,1,1,,2021-04-30T04:57:00Z,3519,863.418.584.825.234,9419,182,15,315.236.343.498.854,310,101.689.143.064.146
ETH/USDT,0.4,10,20,15,2,1,1,,2021-05-01T00:26:00Z,2481,122.936.719.064.893,5942,191,14,221.679.264.993.669,310,0.715094403205386
BTT/USDT,0.4,10,20,15,2,1.05,1,,2021-05-01T04:28:00Z,5409,56.433.351.821.039,47478,148,15,501.361.810.533.972,441.571.271.764.547,113.540.405.047.298
ADA/USDT,0.4,10,20,15,2,1.05,1,,2021-05-01T04:50:00Z,4841,63.059.285.271.638,9420,195,14,436.784.740.014.268,441.571.271.764.547,0.989160228356452
LINK/USDT,0.4,10,20,15,2,1.05,1,,2021-04-30T04:57:00Z,3751,81.001.599.573.447,8981,190,15,343.497.650.347.654,441.571.271.764.547,0.777898546196214
BTC/USDT,0.4,10,20,15,2,1.05,1,,2021-05-01T04:51:00Z,1377,221.692.810.457.516,17500,165,13,336.741.479.231.104,441.571.271.764.547,0.762598250301619
ETH/USDT,0.4,10,20,15,2,1.05,1,,2021-05-01T00:26:00Z,2644,115.357.791.225.416,5526,193,12,241.120.156.487.639,441.571.271.764.547,0.546050370360617
BTT/USDT,0.4,10,20,15,2,1.1,1,,2021-05-01T04:28:00Z,5883,51.886.452.490.226,16170,173,15,556.442.689.411.581,64.544.963.388.313,0.862100867675656
ADA/USDT,0.4,10,20,15,2,1.1,1,,2021-05-01T04:50:00Z,5031,606.777.976.545.418,9412,197,14,46.306.157.844.321,64.544.963.388.313,0.717424806111294
LINK/USDT,0.4,10,20,15,2,1.1,1,,2021-04-30T04:57:00Z,3964,766.490.918.264.379,8946,191,15,371.695.288.725.683,64.544.963.388.313,0.575870322351108
BTC/USDT,0.4,10,20,15,2,1.1,1,,2021-05-01T04:51:00Z,1415,215.739.222.614.841,16349,170,13,346.091.001.504.011,64.544.963.388.313,0.536201406486004
ETH/USDT,0.4,10,20,15,2,1.1,1,,2021-05-01T00:26:00Z,2753,110.790.410.461.314,5523,193,12,255.714.389.802.448,64.544.963.388.313,0.396180238361943
BTC/USDT,0.4,10,20,25,2.4,1,1,,2021-05-01T04:51:00Z,1216,251.045.230.263.157,8432,161,9,286.951.779.295.893,510,0.562650547639007
BTT/USDT,0.4,10,20,25,2.4,1,1,,2021-05-01T04:29:00Z,5012,609.036.312.849.162,15194,163,21,414.916.719.491.494,510,0.813562195081361
ETH/USDT,0.4,10,20,25,2.4,1,1,,2021-04-30T21:58:00Z,2349,129.782.034.908.471,9270,178,11,194.468.831.754.435,510,0.381311434812618
LINK/USDT,0.4,10,20,25,2.4,1,1,,2021-04-30T05:00:00Z,3162,960.910.815.939.279,7047,181,15,259.358.375.354.431,510,0.508545834028296
ADA/USDT,0.4,10,20,25,2.4,1,1,,2021-04-30T21:09:00Z,4280,712.170.560.747.663,9417,183,13,348.738.129.359.729,510,0.683800253646528
BTC/USDT,0.4,10,20,25,2.4,1.05,1,,2021-05-01T04:51:00Z,1216,251.045.230.263.157,8432,161,9,286.951.779.295.893,964.541.976.359.754,0.297500561228935
BTT/USDT,0.4,10,20,25,2.4,1.05,1,,2021-05-01T04:29:00Z,5663,539.023.485.784.919,14575,172,19,476.483.136.662.578,964.541.976.359.754,0.493999378296481
ETH/USDT,0.4,10,20,25,2.4,1.05,1,,2021-04-30T21:58:00Z,2489,122.482.121.333.869,9149,182,10,209.252.385.782.546,964.541.976.359.754,0.216944820351187
LINK/USDT,0.4,10,20,25,2.4,1.05,1,,2021-04-30T05:00:00Z,3547,856.611.220.749.929,5729,191,15,296.793.220.042.239,964.541.976.359.754,0.30770378823984
ADA/USDT,0.4,10,20,25,2.4,1.05,1,,2021-04-30T21:09:00Z,4439,686.661.410.227.528,9409,186,12,366.795.180.640.478,964.541.976.359.754,0.380279126912431
ADA/USDT,1.4,10,20,25,2.4,1.1,1,,2021-04-30T21:05:00Z,1221,249.635.544.635.544,19991,158,12,536.581.703.016.037,197.694.118.867.767,0.271420164691364
BTC/USDT,1.4,10,20,25,2.4,1.1,1,,2021-05-01T04:42:00Z,341,895.196.480.938.416,21070,124,11,337.248.419.969.463,197.694.118.867.767,0.170591023092113
BTT/USDT,1.4,10,20,25,2.4,1.1,1,,2021-05-01T04:28:00Z,1512,201.883.597.883.597,47459,130,20,712.873.049.830.431,197.694.118.867.767,0.360593958946878
ETH/USDT,1.4,10,20,25,2.4,1.1,1,,2021-04-30T11:26:00Z,648,469.484.567.901.234,9823,159,10,279.282.400.003.388,197.694.118.867.767,0.141269958662853
LINK/USDT,1.4,10,20,25,2.4,1.1,1,,2021-04-29T17:29:00Z,884,342.928.733.031.674,9030,160,18,411.394.062.250.154,197.694.118.867.767,0.208096257291965
BTT/USDT,1.4,10,15,30,2,1,1,,2021-05-01T04:28:00Z,1139,267.996.488.147.497,53532,93,30,469.168.336.646.646,460,101.993.116.662.314
ADA/USDT,1.4,10,15,30,2,1,1,,2021-04-30T18:23:00Z,1038,293.490.366.088.631,20397,140,17,414.881.621.862.027,460,0.901916569265277
BTC/USDT,1.4,10,15,30,2,1,1,,2021-05-01T04:51:00Z,357,855.100.840.336.134,18624,127,13,390.535.619.196.554,460,0.848990476514247
LINK/USDT,1.4,10,15,30,2,1,1,,2021-04-29T17:39:00Z,761,398.369.250.985.545,14421,141,22,31.305.670.583.353,460,0.680558056159848
ETH/USDT,1.4,10,15,30,2,1,1,,2021-04-30T11:35:00Z,569,534.683.655.536.028,9823,150,13,225.079.416.107.345,460,0.489303078494229
BTT/USDT,1.4,10,15,30,2,1.05,1,,2021-05-01T04:28:00Z,1333,228.993.248.312.078,47460,119,30,585.895.947.754.731,100.658.271.254.519,0.582064385224003
ADA/USDT,1.4,10,15,30,2,1.05,1,,2021-04-30T11:01:00Z,1128,269.681.737.588.652,20384,147,16,469.932.400.877.572,100.658.271.254.519,0.46685920095858
BTC/USDT,1.4,10,15,30,2,1.05,1,,2021-05-01T04:51:00Z,358,852.712.290.502.793,18624,127,13,391.671.033.019.973,100.658.271.254.519,0.389109636136718
LINK/USDT,1.4,10,15,30,2,1.05,1,,2021-04-29T17:29:00Z,849,357.065.959.952.885,14412,155,20,370.691.255.506.229,100.658.271.254.519,0.368267059314894
ETH/USDT,1.4,10,15,30,2,1.05,1,,2021-04-30T04:25:00Z,612,49.641.339.869.281,9730,155,14,253.648.310.641.435,100.658.271.254.519,0.2519895359618
BTT/USDT,1.4,10,15,25,2,1.1,1,,2021-05-01T04:28:00Z,1418,215.266.572.637.517,47459,122,25,676.570.393.878.044,148.520.589.150.825,0.455539799395067
ADA/USDT,1.4,10,15,25,2,1.1,1,,2021-04-30T10:49:00Z,1199,253.702.251.876.563,14530,157,17,525.176.454.215.935,148.520.589.150.825,0.353605151459914
LINK/USDT,1.4,10,15,25,2,1.1,1,,2021-04-29T17:28:00Z,901,336.457.269.700.333,8976,161,20,422.824.869.921.857,148.520.589.150.825,0.284691080434962
BTC/USDT,1.4,10,15,25,2,1.1,1,,2021-05-01T04:51:00Z,363,84.096.694.214.876,18624,127,13,399.759.451.890.577,148.520.589.150.825,0.269160965611719
ETH/USDT,1.4,10,15,25,2,1.1,1,,2021-04-30T04:25:00Z,633,479.944.707.740.916,9730,159,12,272.887.993.545.538,148.520.589.150.825,0.183737483877346
BTT/USDT,1.4,10,15,20,2,1,1,,2021-04-17T17:37:00Z,1091,262.032.080.659.945,53532,87,20,442.170.156.178.034,310,142.635.534.250.978
ADA/USDT,1.4,10,15,20,2,1,1,,2021-04-30T18:23:00Z,1038,293.490.366.088.631,20397,140,17,414.881.621.862.027,310,133.832.781.245.815
BTC/USDT,1.4,10,15,20,2,1,1,,2021-05-01T04:51:00Z,357,855.100.840.336.134,18624,127,13,390.535.619.196.554,310,125.979.231.998.888
LINK/USDT,1.4,10,15,20,2,1,1,,2021-04-29T17:39:00Z,759,399.418.972.332.015,14421,141,20,312.081.423.763.541,310,100.671.427.020.497
ETH/USDT,1.4,10,15,20,2,1,1,,2021-04-30T11:35:00Z,569,534.683.655.536.028,9823,150,13,225.079.416.107.345,310,0.726062632604341
BTT/USDT,1.4,10,15,20,2,1.05,1,,2021-04-17T17:37:00Z,1232,232.043.019.480.519,47460,107,20,52.475.898.691.684,505.989.311.543.326,103.709.500.367.955
ADA/USDT,1.4,10,15,20,2,1.05,1,,2021-04-30T11:01:00Z,1128,269.681.737.588.652,20384,147,16,469.932.400.877.572,505.989.311.543.326,0.928739778008796
BTC/USDT,1.4,10,15,20,2,1.05,1,,2021-05-01T04:51:00Z,358,852.712.290.502.793,18624,127,13,391.671.033.019.973,505.989.311.543.326,0.774069775951059
LINK/USDT,1.4,10,15,20,2,1.05,1,,2021-04-29T17:29:00Z,849,357.065.959.952.885,14412,155,20,370.691.255.506.229,505.989.311.543.326,0.732606889215858
ETH/USDT,1.4,10,15,20,2,1.05,1,,2021-04-30T04:25:00Z,612,49.641.339.869.281,9730,155,14,253.648.310.641.435,505.989.311.543.326,0.501291835331023
BTT/USDT,1.4,10,15,20,2,1.1,1,,2021-04-17T17:37:00Z,1312,217.894.054.878.048,47459,110,20,597.003.557.583.612,869.124.992.398.841,0.686901841282741
ADA/USDT,1.4,10,15,20,2,1.1,1,,2021-04-30T10:49:00Z,1199,253.702.251.876.563,14530,157,17,525.176.454.215.935,869.124.992.398.841,0.604258833664895
LINK/USDT,1.4,10,15,20,2,1.1,1,,2021-04-29T17:28:00Z,901,336.457.269.700.333,8976,161,20,422.824.869.921.857,869.124.992.398.841,0.486494892702179
BTC/USDT,1.4,10,15,20,2,1.1,1,,2021-05-01T04:51:00Z,363,84.096.694.214.876,18624,127,13,399.759.451.890.577,869.124.992.398.841,0.459956226534477
ETH/USDT,1.4,10,15,20,2,1.1,1,,2021-04-30T04:25:00Z,633,479.944.707.740.916,9730,159,12,272.887.993.545.538,869.124.992.398.841,0.313980147771783
BTT/USDT,1.4,10,15,15,2,1,1,,2021-04-17T17:37:00Z,1032,277.012.596.899.224,53532,87,15,417.121.848.378.098,235,177.498.658.884.297
ADA/USDT,1.4,10,15,15,2,1,1,,2021-04-30T18:23:00Z,1032,295.196.705.426.356,20397,139,15,411.956.806.421.008,235,17.530.076.868.979
BTC/USDT,1.4,10,15,15,2,1,1,,2021-05-01T04:51:00Z,357,855.100.840.336.134,18624,127,13,390.535.619.196.554,235,166.185.369.870.874
LINK/USDT,1.4,10,15,15,2,1,1,,2021-04-29T17:39:00Z,736,411.900.815.217.391,14421,138,15,302.100.528.164.724,235,128.553.416.240.308
ETH/USDT,1.4,10,15,15,2,1,1,,2021-04-30T11:35:00Z,569,534.683.655.536.028,9823,150,13,225.079.416.107.345,235,0.95778474939296
BTT/USDT,1.4,10,15,15,2,1.05,1,,2021-04-17T17:37:00Z,1160,246.445.689.655.172,47479,107,15,492.107.339.788.657,33.367.845.382.341,147.479.507.337.051
ADA/USDT,1.4,10,15,15,2,1.05,1,,2021-04-30T11:01:00Z,1124,270.641.459.074.733,20384,147,15,467.942.259.374.047,33.367.845.382.341,140.237.481.327.365
